Continent,Country,Region,Sub-Region,Latitude,Longitude,Decimal Lat,Decimal Long
Oceania,Australia,South Coast,Southern Highlands,34°28′S,150°25′E,-34.46666667,150.4166667
Oceania,Australia,Southern New South Wales,Canberra District (includes the northern part of the Australian Capital Territory),35°0′S,149°20′E,-35,149.3333333
Oceania,Australia,Southern New South Wales,Gundagai,35°03′57″S,148°06′28″E,-35.06583333,148.1077778
Oceania,Australia,Southern New South Wales,Hilltops,34°19′S,148°20′E,-34.31666667,148.3333333
Oceania,Australia,Southern New South Wales,Tumbarumba,35°47′0″S,148°01′0″E,-35.78333333,148.0166667
Oceania,Australia,Granite Belt,,28.65556°S,151.93250°E,-28.65556,151.9325
Oceania,Australia,South Burnett,,26.540944°S,151.83944°E,-26.540944,151.83944
Oceania,Australia,Barossa,Barossa Valley,34°32′S,138°57′E,-34.53333333,138.95
Oceania,Australia,Barossa,Eden Valley,-34.655462,139.100858,-34.655462,139.100858
Oceania,Australia,Barossa,High Eden,34°40′02″S,139°01′17″E,-34.66722222,139.0213889
Oceania,Australia,Far North,Southern Flinders Ranges,33°01′24″S,138°18′33″E,-33.02333333,138.3091667
Oceania,Australia,Fleurieu,Currency Creek,-35.437495,138.758673,-35.437495,138.758673
Oceania,Australia,Fleurieu,Kangaroo Island,35.833°S,137.250°E,-35.833,137.25
Oceania,Australia,Fleurieu,Langhorne Creek,35.29596°S,139.0359°E,-35.29596,139.0359
Oceania,Australia,Fleurieu,McLaren Vale,35.219437°S,138.543615°E,-35.219437,138.543615
Oceania,Australia,Fleurieu,Southern Fleurieu,35.57542°S,138.37825°E,-35.57542,138.37825
Oceania,Australia,Limestone Coast,Coonawarra,37°17′24″S,140°50′17″E,-37.29,140.8380556
Oceania,Australia,Limestone Coast,Mount Benson,37°02′S,139°48′E,-37.03333333,139.8
Oceania,Australia,Limestone Coast,Mount Gambier,37°49′46″S,140°46′58″E,-37.82944444,140.7827778
Oceania,Australia,Limestone Coast,Padthaway,36.6023°S,140.49196°E,-36.6023,140.49196
Oceania,Australia,Limestone Coast,Robe,37.275668°S,139.9164479°E,-37.275668,139.9164479
Oceania,Australia,Limestone Coast,Wrattonbully,37.0°S,140.8°E,-37,140.8
Oceania,Australia,Lower Murray,Riverland,34.250°S,140.467°E,-34.25,140.467
Oceania,Australia,Mount Lofty Ranges,Adelaide Hills,34.911185°S,138.70735°E,-34.911185,138.70735
Oceania,Australia,Mount Lofty Ranges,Lenswood,34.91822°S,138.83261°E,-34.91822,138.83261
Oceania,Australia,Mount Lofty Ranges,Piccadilly Valley,34.97494°S,138.72829°E,-34.97494,138.72829
Oceania,Australia,Mount Lofty Ranges,Adelaide Plains,34°56′21.69″S,138°35′51.25″E,-34.93935833,138.5975694
Oceania,Australia,Mount Lofty Ranges,Clare Valley,33°50′1″S,138°36′36″E,-33.83361111,138.61
Oceania,Australia,The Peninsulas,,-34.666066,137.669778,-34.666066,137.669778
Oceania,Australia,Coal River,,-42.749356,147.452999,-42.749356,147.452999
Oceania,Australia,Derwent Valley,,-42.799066,146.486799,-42.799066,146.486799
Oceania,Australia,East Coast,,-42.561794,147.860892,-42.561794,147.860892
Oceania,Australia,North West,,,,-41.231503,146.367829
Oceania,Australia,Pipers River,,41.30556°S,147.28167°E,-41.30556,147.28167
Oceania,Australia,Southern,,-43.183925,147.070636,-43.183925,147.070636
Oceania,Australia,Tamar Valley,,-41.325171,147.14143,-41.325171,147.14143
Oceania,Australia,Central Victoria,Bendigo,36°45′0″S,144°16′0″E,-36.75,144.2666667
Oceania,Australia,Central Victoria,Goulburn Valley,36.38306°S,145.39889°E,-36.38306,145.39889
Oceania,Australia,Central Victoria,Nagambie Lakes,36°47′0″S,145°8′30″E,-36.78333333,145.1416667
Oceania,Australia,Central Victoria,Heathcote,36°54′58″S,144°41′46.5″E,-36.91611111,144.69625
Oceania,Australia,Central Victoria,Strathbogie Ranges,36°50′49″S,145°23′13″E,-36.84694444,145.3869444
Oceania,Australia,Central Victoria,Upper Goulburn,-37.083189,145.182955,-37.083189,145.182955
Oceania,Australia,Gippsland,,37°51′S,147°35′E,-37.85,147.5833333
Oceania,Australia,North East Victoria,Alpine Valleys,-36.356953,146.325477,-36.356953,146.325477
Oceania,Australia,North East Victoria,Beechworth,36°21′34″S,146°41′13″E,-36.35944444,146.6869444
Oceania,Australia,North East Victoria,Glenrowan,-36.44628,146.229438,-36.44628,146.229438
Oceania,Australia,North East Victoria,King Valley,36.69472°S,146.40167°E,-36.69472,146.40167
Oceania,Australia,North East Victoria,Rutherglen,36°03′0″S,146°28′0″E,-36.05,146.4666667
Oceania,Australia,North West Victoria,Murray Darling,34°11′20″S,142°09′30″E,-34.18888889,142.1583333
Oceania,Australia,North West Victoria,Swan Hill,35.25°S,143.5°E,-35.25,143.5
Oceania,Australia,Port Phillip,Geelong,38°09′0″S,144°21′0″E,-38.15,144.35
Oceania,Australia,Port Phillip,Macedon Ranges,37°21′00″S,144°37′00″E,-37.35,144.6166667
Oceania,Australia,Port Phillip,Mornington Peninsula,38.351°S,145.064°E,-38.351,145.064
Oceania,Australia,Port Phillip,Sunbury,37°34′52″S,144°42′50″E,-37.58111111,144.7138889
Oceania,Australia,Port Phillip,Yarra Valley,37.767°S,145.617°E,-37.767,145.617
Oceania,Australia,Western Victoria,Grampians,-37.341036,142.302106,-37.341036,142.302106
Oceania,Australia,Western Victoria,Henty,-37.658512,141.526819,-37.658512,141.526819
Oceania,Australia,Western Victoria,Pyrenees,37°6′59.49″S,143°18′48.82″E,-37.116525,143.3135611
Oceania,Australia,Greater Perth,Peel,32°31′47″S,115°43′30″E,-32.52972222,115.725
Oceania,Australia,Greater Perth,Perth Hills,-31.91894,115.963878,-31.91894,115.963878
Oceania,Australia,Greater Perth,Swan Valley,31°50′S,116°00′E,-31.83333333,116
Oceania,Australia,South Western Australia,Blackwood Valley,35°S,138.5°E,-35,138.5
Oceania,Australia,South Western Australia,Geographe,33°35′S,115°15′E,-33.58333333,115.25
Oceania,Australia,South Western Australia,Great Southern,35°S,117°E,-35,117
Oceania,Australia,South Western Australia,Albany,-35.02612,117.883506,-35.02612,117.883506
Oceania,Australia,South Western Australia,Denmark,-34.966172,117.354248,-34.966172,117.354248
Oceania,Australia,South Western Australia,Frankland River,-34.360097,117.012497,-34.360097,117.012497
Oceania,Australia,South Western Australia,Mount Barker,-34.630135,117.664656,-34.630135,117.664656
Oceania,Australia,South Western Australia,Porongurup,34°40′00″S,117°52′00″E,-34.66666667,117.8666667
Oceania,Australia,South Western Australia,Manjimup,34°14′28″S,116°8′47″E,-34.24111111,116.1463889
Oceania,Australia,South Western Australia,Margaret River,33.9453556°S,115.0741083°E,-33.9453556,115.0741083
Oceania,Australia,South Western Australia,Pemberton,34.445°S,116.034°E,-34.445,116.034
Oceania,New Zealand,Auckland,Henderson,36.8811°S,174.6312°E,-36.8811,174.6312
Oceania,New Zealand,Auckland,Kumeu,36°46′S,174°34′E,-36.76666667,174.5666667
Oceania,New Zealand,Auckland,Matakana,36°21′6″S,174°43′0″E,-36.35166667,174.7166667
Oceania,New Zealand,Auckland,Waiheke Island,36.800°S,175.100°E,-36.8,175.1
Oceania,New Zealand,Canterbury,North Canterbury,43°36′S,172°00′E,-43.6,172
Oceania,New Zealand,Canterbury,Waipara,43.067°S,172.750°E,-43.067,172.75
Oceania,New Zealand,Central Otago,Bendigo,36°45′0″S,144°16′0″E,-36.75,144.2666667
Oceania,New Zealand,Central Otago,Cromwell,45.04°S,169.20°E,-45.04,169.2
Oceania,New Zealand,Central Otago,Gibbston Valley,45.02569°S,168.95674°E,-45.02569,168.95674
Oceania,New Zealand,Central Otago,Wanaka,44°42′S,169°09′E,-44.7,169.15
Oceania,New Zealand,Hawke's Bay,Central Hawke's Bay,40.039°S,176.578°E,-40.039,176.578
Oceania,New Zealand,Hawke's Bay,Gimblett Gravells,-39.607598,176.739632,-39.607598,176.739632
Oceania,New Zealand,Gisborne,,38°39′S,178°00′E,-38.65,178
Oceania,New Zealand,Marlborough,Blenheim,41.514°S,173.960°E,-41.514,173.96
Oceania,New Zealand,Marlborough,Cloudy Bay,41.450°S,174.167°E,-41.45,174.167
Oceania,New Zealand,Marlborough,Renwick,41°30′S,173°50′E,-41.5,173.8333333
Oceania,New Zealand,Marlborough,Seddon,41°40′12″S,174°4′25″E,-41.67,174.0736111
Oceania,New Zealand,Nelson,,41°16′15″S,173°17′2″E,-41.27083333,173.2838889
Oceania,New Zealand,Northland Region,,35.58°S,173.97°E,-35.58,173.97
Oceania,New Zealand,Waikato,Te Awamutu,38°01′S,175°19′E,-38.01666667,175.3166667
Oceania,New Zealand,Waikato,Te Kauwhata,37.400°S,175.150°E,-37.4,175.15
Oceania,New Zealand,Wairarapa,Martinborough,41°13′8″S,175°27′33″E,-41.21888889,175.4591667
Oceania,New Zealand,Wairarapa,Gladstone,41°05′S,175°39′E,-41.08333333,175.65
Oceania,New Zealand,Waitaki Valley,,44.350°S,170.200°E,-44.35,170.2
