name,latitude,longitude,prov,date,key
"Lycorma delicatula (White, 1845)",36.555153,126.888615,gbif,2019-09-08,2422964797
"Lycorma delicatula (White, 1845)",40.459505,-75.3689,gbif,2019-09-08,2422972550
"Lycorma delicatula (White, 1845)",40.66172,-75.24012,gbif,2019-09-03,2423016620
"Lycorma delicatula (White, 1845)",40.350858,-74.68054,gbif,2019-09-12,2423036809
"Lycorma delicatula (White, 1845)",36.237426,103.797259,gbif,2019-09-03,2423062684
"Lycorma delicatula (White, 1845)",40.210625,-76.223755,gbif,2019-09-17,2423116455
"Lycorma delicatula (White, 1845)",31.141881,121.432725,gbif,2019-09-18,2423128417
"Lycorma delicatula (White, 1845)",30.803667,111.055473,gbif,2019-09-19,2423151658
"Lycorma delicatula (White, 1845)",37.404973,127.261088,gbif,2019-09-20,2423156824
"Lycorma delicatula (White, 1845)",39.928572,-76.241455,gbif,2019-09-20,2423165005
"Lycorma delicatula (White, 1845)",40.203404,-74.808688,gbif,2019-09-25,2423238815
"Lycorma delicatula (White, 1845)",34.502983,112.929808,gbif,2019-09-24,2423245528
"Lycorma delicatula (White, 1845)",40.932899,-75.669151,gbif,2019-09-29,2429302108
"Lycorma delicatula (White, 1845)",40.241848,-75.632531,gbif,2019-09-19,2429413518
"Lycorma delicatula (White, 1845)",40.774442,-74.43273,gbif,2019-09-29,2429537884
"Lycorma delicatula (White, 1845)",40.241222,-75.122969,gbif,2019-09-16,2576438136
"Lycorma delicatula (White, 1845)",40.505905,-75.044563,gbif,2019-10-01,2429337122
"Lycorma delicatula (White, 1845)",31.133018,121.595394,gbif,2019-10-02,2429343540
"Lycorma delicatula (White, 1845)",31.618109,119.025688,gbif,2019-10-04,2429368084
"Lycorma delicatula (White, 1845)",40.701817,-73.796538,gbif,2019-10-05,2429383745
"Lycorma delicatula (White, 1845)",36.40039,126.891198,gbif,2019-10-05,2429384920
"Lycorma delicatula (White, 1845)",39.93234,-75.065358,gbif,2019-10-06,2429405122
"Lycorma delicatula (White, 1845)",39.966817,-74.92788,gbif,2019-10-10,2429532844
"Lycorma delicatula (White, 1845)",40.207241,-76.344372,gbif,2019-10-12,2429557491
"Lycorma delicatula (White, 1845)",40.811176,-75.322215,gbif,2019-10-14,2429593095
"Lycorma delicatula (White, 1845)",40.261722,-76.160325,gbif,2019-10-22,2444959928
"Lycorma delicatula (White, 1845)",29.98142,111.466963,gbif,2019-10-19,2444966811
"Lycorma delicatula (White, 1845)",39.772951,-75.292415,gbif,2019-10-19,2444973776
"Lycorma delicatula (White, 1845)",40.008234,-75.557457,gbif,2019-10-19,2445066633
"Lycorma delicatula (White, 1845)",39.895267,-75.736747,gbif,2019-10-21,2445071678
"Lycorma delicatula (White, 1845)",32.910011,117.42704,gbif,2019-10-23,2445162478
"Lycorma delicatula (White, 1845)",37.514905,127.057872,gbif,2019-11-04,2451715826
"Lycorma delicatula (White, 1845)",40.201752,-75.452213,gbif,2019-11-09,2456541245
